date,lake,sediment,ice_abundance,sediment_abundance
2019-01-04,West Lake Bonney,0.9258192375834174,0.9258192375834174,0.07418076241658256
2019-01-06,East Lake Bonney,0.8770253245352616,0.8770253245352616,0.12297467546473839
2019-01-06,West Lake Bonney,0.9228127861830165,0.9228127861830165,0.07718721381698346
2019-01-11,East Lake Bonney,0.716874537150161,0.716874537150161,0.28312546284983897
2019-01-11,West Lake Bonney,0.9401115016389208,0.9401115016389208,0.059888498361079234
2019-01-15,East Lake Bonney,0.8677578156213478,0.8677578156213478,0.1322421843786522
2019-01-15,West Lake Bonney,0.9187226548955981,0.9187226548955981,0.08127734510440188
2019-01-24,East Lake Bonney,0.8722601149125103,0.8722601149125103,0.12773988508748968
2019-01-24,West Lake Bonney,0.903666392432485,0.903666392432485,0.09633360756751497
2019-11-06,East Lake Bonney,0.8626413031853257,0.8626413031853257,0.13735869681467427
2019-11-06,West Lake Bonney,0.9213910394187368,0.9213910394187368,0.07860896058126321
2019-11-08,East Lake Bonney,0.8602595878240495,0.8602595878240495,0.13974041217595046
2019-11-08,West Lake Bonney,0.9292127054295489,0.9292127054295489,0.07078729457045108
2019-11-11,East Lake Bonney,0.8663543894141096,0.8663543894141096,0.13364561058589042
2019-11-11,West Lake Bonney,0.9225872807034053,0.9225872807034053,0.07741271929659466
2019-11-15,East Lake Bonney,0.8777910450926564,0.8777910450926564,0.12220895490734363
2019-11-15,West Lake Bonney,0.9214583429576692,0.9214583429576692,0.07854165704233085
2019-11-17,East Lake Bonney,0.8868947715844101,0.8868947715844101,0.1131052284155899
2019-11-17,West Lake Bonney,0.8833109455399085,0.8833109455399085,0.11668905446009148
2019-11-24,East Lake Bonney,0.814538647090087,0.814538647090087,0.18546135290991295
2019-11-24,West Lake Bonney,0.9121436821470531,0.9121436821470531,0.0878563178529469
2019-11-27,East Lake Bonney,0.7880729609703662,0.7880729609703662,0.21192703902963383
2019-11-27,West Lake Bonney,0.9134138341809731,0.9134138341809731,0.0865861658190269
2019-12-03,East Lake Bonney,0.8105250759694875,0.8105250759694875,0.18947492403051247
2019-12-03,West Lake Bonney,0.9027050153856497,0.9027050153856497,0.09729498461435027
2019-12-17,East Lake Bonney,0.9597100803124203,0.9597100803124203,0.04028991968757967
2019-12-17,West Lake Bonney,0.9202238611805479,0.9202238611805479,0.07977613881945211
2019-12-24,East Lake Bonney,0.911872035656437,0.911872035656437,0.08812796434356296
2019-12-24,West Lake Bonney,0.9266600000131433,0.9266600000131433,0.0733399999868567
2019-12-26,East Lake Bonney,0.8851325509973571,0.8851325509973571,0.1148674490026429
2019-12-26,West Lake Bonney,0.9244374922849657,0.9244374922849657,0.075562507715034255
2019-12-31,East Lake Bonney,0.914284980873258,0.914284980873258,0.08571501912674195
2019-12-31,West Lake Bonney,0.94044748461899,0.94044748461899,0.05955251538101003
2020-01-02,East Lake Bonney,0.8822449687452895,0.8822449687452895,0.11775503125471054
2020-01-02,West Lake Bonney,0.9374712347657715,0.9374712347657715,0.06252876523422846
2020-01-11,East Lake Bonney,0.8813213007591231,0.8813213007591231,0.11867869924087693
2020-01-11,West Lake Bonney,0.9660990639707177,0.9660990639707177,0.03390093602928235
2020-01-20,East Lake Bonney,0.8316478117787929,0.8316478117787929,0.16835218822120712
2020-01-20,West Lake Bonney,0.9208487930663795,0.9208487930663795,0.07915120693362054
2020-10-30,East Lake Bonney,0.8369881015265983,0.8369881015265983,0.1630118984734017
2020-10-30,West Lake Bonney,0.8637401027800098,0.8637401027800098,0.1362598972199902
2020-11-15,East Lake Bonney,0.8058653674199534,0.8058653674199534,0.1941346325800466
2020-11-15,West Lake Bonney,0.8864624764348576,0.8864624764348576,0.11353752356514235
2020-11-17,East Lake Bonney,0.8198932383300614,0.8198932383300614,0.18010676166993855
2020-11-17,West Lake Bonney,0.8944570346842685,0.8944570346842685,0.10554296531573149
2020-11-19,East Lake Bonney,0.8538923332727493,0.8538923332727493,0.14610766672725073
2020-11-19,West Lake Bonney,0.9148708341787167,0.9148708341787167,0.08512916582128327
2020-11-24,East Lake Bonney,0.7905768750496903,0.7905768750496903,0.20942312495030968
2020-11-24,West Lake Bonney,0.9300404954839675,0.9300404954839675,0.0699595045160325
2020-11-26,East Lake Bonney,0.7435509467699164,0.7435509467699164,0.2564490532300836
2020-11-26,West Lake Bonney,0.9215985879195988,0.9215985879195988,0.07840141208040119
2020-11-29,East Lake Bonney,0.7308035369744779,0.7308035369744779,0.26919646302552214
2020-11-29,West Lake Bonney,0.9201765347458811,0.9201765347458811,0.07982346525411887
2020-12-01,East Lake Bonney,0.7537604167252396,0.7537604167252396,0.24623958327476037
2020-12-01,West Lake Bonney,0.9146318566852425,0.9146318566852425,0.0853681433147575
2020-12-03,East Lake Bonney,0.7757364141106265,0.7757364141106265,0.22426358588937345
2020-12-03,West Lake Bonney,0.9234076983844542,0.9234076983844542,0.07659230161554575
2020-12-08,East Lake Bonney,0.8906513221934336,0.8906513221934336,0.10934867780656643
2020-12-08,West Lake Bonney,0.9289758888402238,0.9289758888402238,0.07102411115977625
2020-12-10,East Lake Bonney,0.9123806783073909,0.9123806783073909,0.08761932169260911
2020-12-10,West Lake Bonney,0.9171780303748939,0.9171780303748939,0.08282196962510613
2020-12-15,East Lake Bonney,0.8512932465863506,0.8512932465863506,0.14870675341364936
2020-12-15,West Lake Bonney,0.914517150481605,0.914517150481605,0.08548284951839502
2020-12-21,East Lake Bonney,0.8959423621428427,0.8959423621428427,0.10405763785715727
2020-12-21,West Lake Bonney,0.8872010481569131,0.8872010481569131,0.11279895184308686
2020-12-24,East Lake Bonney,0.8549837203761864,0.8549837203761864,0.14501627962381358
2020-12-24,West Lake Bonney,0.9117615637635842,0.9117615637635842,0.08823843623641581
2021-01-13,East Lake Bonney,0.917272103527962,0.917272103527962,0.08272789647203804
2021-01-13,West Lake Bonney,0.9240861643512772,0.9240861643512772,0.07591383564872278
2021-01-16,East Lake Bonney,0.7549826051866113,0.7549826051866113,0.2450173948133887
2021-01-16,West Lake Bonney,0.909378138548096,0.909378138548096,0.09062186145190398
2021-01-18,East Lake Bonney,0.8836343853569925,0.8836343853569925,0.11636561464300754
2021-01-18,West Lake Bonney,0.9123528891469809,0.9123528891469809,0.08764711085301913
2021-01-22,East Lake Bonney,0.9208207514690566,0.9208207514690566,0.07917924853094338
2021-01-22,West Lake Bonney,0.9120480704331329,0.9120480704331329,0.08795192956686715
2021-02-01,East Lake Bonney,0.7857355499634092,0.7857355499634092,0.21426445003659078
2021-02-01,West Lake Bonney,0.8870038547499554,0.8870038547499554,0.11299614525004464
2021-10-31,East Lake Bonney,0.7337805165552268,0.7337805165552268,0.2662194834447732
2021-10-31,West Lake Bonney,0.8763903768405946,0.8763903768405946,0.12360962315940538
2021-11-04,East Lake Bonney,0.7210976728839977,0.7210976728839977,0.27890232711600227
2021-11-04,West Lake Bonney,0.8810081432757533,0.8810081432757533,0.11899185672424673
2021-11-09,East Lake Bonney,0.6667489417129492,0.6667489417129492,0.3332510582870508
2021-11-09,West Lake Bonney,0.8912971993412229,0.8912971993412229,0.10870280065877713
2021-11-11,East Lake Bonney,0.7031937398726722,0.7031937398726722,0.2968062601273278
2021-11-11,West Lake Bonney,0.9019456886407123,0.9019456886407123,0.09805431135928766
2021-11-20,East Lake Bonney,0.7382796161645883,0.7382796161645883,0.26172038383541174
2021-11-20,West Lake Bonney,0.9335437403049776,0.9335437403049776,0.06645625969502245
2021-12-02,East Lake Bonney,0.6464937461899216,0.6464937461899216,0.3535062538100784
2021-12-02,West Lake Bonney,0.9158676687468489,0.9158676687468489,0.08413233125315112
2021-12-04,East Lake Bonney,0.8027668326042535,0.8027668326042535,0.19723316739574648
2021-12-04,West Lake Bonney,0.9369228169271571,0.9369228169271571,0.06307718307284294
2021-12-06,East Lake Bonney,0.6403688162717962,0.6403688162717962,0.3596311837282038
2021-12-06,West Lake Bonney,0.927311440129874,0.927311440129874,0.07268855987012601
2021-12-08,East Lake Bonney,0.6988029373834862,0.6988029373834862,0.3011970626165138
2021-12-08,West Lake Bonney,0.9217857607430917,0.9217857607430917,0.07821423925690829
2021-12-11,East Lake Bonney,0.8088958604616794,0.8088958604616794,0.19110413953832062
2021-12-11,West Lake Bonney,0.9105261227380395,0.9105261227380395,0.08947387726196054
2021-12-18,East Lake Bonney,0.8462337790500164,0.8462337790500164,0.1537662209499836
2021-12-18,West Lake Bonney,0.8991968879196923,0.8991968879196923,0.10080311208030768
2021-12-20,East Lake Bonney,0.8057386659640616,0.8057386659640616,0.19426133403593837
2021-12-20,West Lake Bonney,0.9124807603212017,0.9124807603212017,0.08751923967879827
2021-12-22,East Lake Bonney,0.7929667400692002,0.7929667400692002,0.2070332599307998
2021-12-22,West Lake Bonney,0.9154587742109361,0.9154587742109361,0.08454122578906387
2021-12-24,East Lake Bonney,0.8779292217355488,0.8779292217355488,0.12207077826445123
2021-12-24,West Lake Bonney,0.9177682343209771,0.9177682343209771,0.0822317656790229
2022-01-05,East Lake Bonney,0.6447420535640732,0.6447420535640732,0.3552579464359268
2022-01-05,West Lake Bonney,0.9551040532438567,0.9551040532438567,0.04489594675614328
2022-01-07,East Lake Bonney,0.7103778064618322,0.7103778064618322,0.28962219353816776
2022-01-07,West Lake Bonney,0.9582160797206948,0.9582160797206948,0.04178392027930522
2022-01-12,East Lake Bonney,0.7317037475958029,0.7317037475958029,0.2682962524041971
2022-01-12,West Lake Bonney,0.9476173639324305,0.9476173639324305,0.052382636067569543
2022-01-14,East Lake Bonney,0.7183801424188785,0.7183801424188785,0.2816198575811215
2022-01-14,West Lake Bonney,0.9400701664488568,0.9400701664488568,0.05992983355114323
2022-01-16,East Lake Bonney,0.7218410353923274,0.7218410353923274,0.27815896460767264
2022-01-16,West Lake Bonney,0.92537532630996,0.92537532630996,0.07462467369004
2022-01-19,East Lake Bonney,0.8151286905580576,0.8151286905580576,0.1848713094419424
2022-01-19,West Lake Bonney,0.9931908935008259,0.9931908935008259,0.0068091064991741
2022-01-25,East Lake Bonney,0.601887985122877,0.601887985122877,0.398112014877123
2022-01-25,West Lake Bonney,0.9466425798403891,0.9466425798403891,0.05335742015961087
2022-01-28,East Lake Bonney,0.6665732291347005,0.6665732291347005,0.3334267708652995
2022-01-28,West Lake Bonney,0.9404004379538384,0.9404004379538384,0.05959956204616157
2022-11-14,East Lake Bonney,0.519215709053638,0.519215709053638,0.480784290946362
2022-11-14,West Lake Bonney,0.9356127335268531,0.9356127335268531,0.06438726647314685
2022-11-16,East Lake Bonney,0.45609574341678655,0.45609574341678655,0.5439042565832135
2022-11-16,West Lake Bonney,0.9221528183341108,0.9221528183341108,0.07784718166588922
2022-11-19,East Lake Bonney,0.507671666968939,0.507671666968939,0.49232833303106105
2022-11-19,West Lake Bonney,0.9362141659663716,0.9362141659663716,0.06378583403362836
2022-11-21,East Lake Bonney,0.5060449232928694,0.5060449232928694,0.49395507670713057
2022-11-21,West Lake Bonney,0.9312206298135801,0.9312206298135801,0.06877937018641989
2022-11-23,East Lake Bonney,0.5496283814895239,0.5496283814895239,0.45037161851047613
2022-11-23,West Lake Bonney,0.9397238679885226,0.9397238679885226,0.06027613201147741
2022-11-28,East Lake Bonney,0.6271571470411818,0.6271571470411818,0.37284285295881825
2022-11-28,West Lake Bonney,0.9437759476171935,0.9437759476171935,0.05622405238280648
2022-12-05,East Lake Bonney,0.7338162422638084,0.7338162422638084,0.26618375773619163
2022-12-05,West Lake Bonney,0.9703283904317356,0.9703283904317356,0.029671609568264423
2022-12-11,East Lake Bonney,0.5992401044315524,0.5992401044315524,0.4007598955684476
2022-12-11,West Lake Bonney,0.9367864613241297,0.9367864613241297,0.06321353867587032
2022-12-16,East Lake Bonney,0.7637704283302624,0.7637704283302624,0.23622957166973757
2022-12-16,West Lake Bonney,0.9525816328673594,0.9525816328673594,0.04741836713264058
2022-12-18,East Lake Bonney,0.7195828350278515,0.7195828350278515,0.2804171649721485
2022-12-18,West Lake Bonney,0.9473299736123127,0.9473299736123127,0.05267002638768725
2023-01-01,East Lake Bonney,0.6596591009621591,0.6596591009621591,0.3403408990378409
2023-01-01,West Lake Bonney,0.9594487191438468,0.9594487191438468,0.04055128085615323
2023-01-03,East Lake Bonney,0.6968993970248841,0.6968993970248841,0.3031006029751159
2023-01-03,West Lake Bonney,0.9653446940223446,0.9653446940223446,0.034655305977655426
2023-01-10,East Lake Bonney,0.6522228494170804,0.6522228494170804,0.3477771505829196
2023-01-10,West Lake Bonney,0.9529195283158329,0.9529195283158329,0.04708047168416707
2023-01-22,East Lake Bonney,0.72572776896832,0.72572776896832,0.27427223103167997
2023-01-22,West Lake Bonney,0.9221729763813672,0.9221729763813672,0.0778270236186328
2023-01-24,East Lake Bonney,0.6931288734575086,0.6931288734575086,0.3068711265424914
2023-01-24,West Lake Bonney,0.923375782348842,0.923375782348842,0.07662421765115801
2023-11-17,East Lake Bonney,0.6471437759007359,0.6471437759007359,0.3528562240992641
2023-11-17,West Lake Bonney,0.945978284989573,0.945978284989573,0.05402171501042696
2023-11-19,East Lake Bonney,0.6200083707123355,0.6200083707123355,0.3799916292876645
2023-11-19,West Lake Bonney,0.9439420936609586,0.9439420936609586,0.0560579063390414
2023-12-05,East Lake Bonney,0.7574425628025057,0.7574425628025057,0.24255743719749434
2023-12-05,West Lake Bonney,0.9530101283058542,0.9530101283058542,0.04698987169414581
2023-12-19,East Lake Bonney,0.8181361850940686,0.8181361850940686,0.1818638149059314
2023-12-19,West Lake Bonney,0.9693553550382777,0.9693553550382777,0.030644644961722256
2023-12-28,East Lake Bonney,0.8272295807851792,0.8272295807851792,0.17277041921482084
2023-12-28,West Lake Bonney,0.964679109550138,0.964679109550138,0.035320890449861975
2023-12-30,East Lake Bonney,0.8036652731189126,0.8036652731189126,0.19633472688108744
2023-12-30,West Lake Bonney,0.9700329761341427,0.9700329761341427,0.029967023865857256
2024-01-04,East Lake Bonney,0.7866526389245484,0.7866526389245484,0.2133473610754516
2024-01-04,West Lake Bonney,0.9722096478548953,0.9722096478548953,0.027790352145104724
2024-01-22,East Lake Bonney,0.7462782096575958,0.7462782096575958,0.25372179034240416
2024-01-22,West Lake Bonney,0.9562623027923617,0.9562623027923617,0.043737697207638315
2024-11-12,East Lake Bonney,0.7540355620486684,0.7540355620486684,0.2459644379513316
2024-11-12,West Lake Bonney,0.9013770716026,0.9013770716026,0.09862292839739994
2024-11-14,East Lake Bonney,0.8240385271793608,0.8240385271793608,0.17596147282063923
2024-11-14,West Lake Bonney,0.8992988762155057,0.8992988762155057,0.10070112378449425
2024-11-21,East Lake Bonney,0.7378241144391824,0.7378241144391824,0.2621758855608176
2024-11-21,West Lake Bonney,0.9113414590340613,0.9113414590340613,0.08865854096593873
2024-12-21,East Lake Bonney,0.8433350756166713,0.8433350756166713,0.15666492438332869
2024-12-21,West Lake Bonney,0.9615251988437052,0.9615251988437052,0.03847480115629476
2016-11-02,Lake Fryxell,0.986889014518887,0.986889014518887,0.013110985481113002
2016-11-04,Lake Fryxell,0.9861619216453165,0.9861619216453165,0.013838078354683536
2016-11-06,Lake Fryxell,0.9845138195545613,0.9845138195545613,0.015486180445438702
2016-11-08,Lake Fryxell,0.9792926836391754,0.9792926836391754,0.020707316360824568
2016-11-13,Lake Fryxell,0.9732536706518595,0.9732536706518595,0.026746329348140474
2016-11-15,Lake Fryxell,0.9742827011065057,0.9742827011065057,0.025717298893494278
2016-12-08,Lake Fryxell,0.9863158036215172,0.9863158036215172,0.013684196378482838
2016-12-10,Lake Fryxell,0.9857880724432032,0.9857880724432032,0.014211927556796788
2016-12-13,Lake Fryxell,0.9785193518297349,0.9785193518297349,0.02148064817026507
2016-12-15,Lake Fryxell,0.9688733704367497,0.9688733704367497,0.031126629563250297
2016-12-17,Lake Fryxell,0.9846474851683971,0.9846474851683971,0.015352514831602937
2016-12-19,Lake Fryxell,0.9720212664381958,0.9720212664381958,0.027978733561804248
2016-12-24,Lake Fryxell,0.972334073658922,0.972334073658922,0.027665926341078007
2017-01-02,Lake Fryxell,0.9801507732229726,0.9801507732229726,0.019849226777027384
2017-01-09,Lake Fryxell,0.9811180325834121,0.9811180325834121,0.018881967416587875
2017-01-11,Lake Fryxell,0.9944736275778141,0.9944736275778141,0.005526372422185899
2017-01-14,Lake Fryxell,0.9940785957775304,0.9940785957775304,0.005921404222469562
2017-01-18,Lake Fryxell,0.9913451034468687,0.9913451034468687,0.008654896553131342
2017-01-25,Lake Fryxell,0.9816154016345916,0.9816154016345916,0.0183845983654084
2017-01-27,Lake Fryxell,0.9788417187333682,0.9788417187333682,0.021158281266631773
2017-01-30,Lake Fryxell,0.9738501798801498,0.9738501798801498,0.02614982011985023
2017-11-04,Lake Fryxell,0.8888548079811017,0.8888548079811017,0.11114519201889828
2017-11-07,Lake Fryxell,0.9138650570746706,0.9138650570746706,0.08613494292532942
2017-11-18,Lake Fryxell,0.9160949201306525,0.9160949201306525,0.08390507986934748
2017-11-20,Lake Fryxell,0.8442640790784866,0.8442640790784866,0.15573592092151345
2017-11-21,Lake Fryxell,0.8691188563607972,0.8691188563607972,0.13088114363920278
2017-11-25,Lake Fryxell,0.8486271880964205,0.8486271880964205,0.15137281190357954
2017-11-27,Lake Fryxell,0.8649443168172934,0.8649443168172934,0.13505568318270655
2017-11-30,Lake Fryxell,0.8755662386855333,0.8755662386855333,0.1244337613144667
2017-12-02,Lake Fryxell,0.8780345062847755,0.8780345062847755,0.12196549371522447
2017-12-07,Lake Fryxell,0.8546093192077703,0.8546093192077703,0.14539068079222972
2017-12-16,Lake Fryxell,0.9835869073042072,0.9835869073042072,0.01641309269579283
2017-12-23,Lake Fryxell,0.9775800739451642,0.9775800739451642,0.02241992605483578
2018-01-03,Lake Fryxell,0.9925091252259555,0.9925091252259555,0.007490874774044531
2018-01-05,Lake Fryxell,0.9921788230059072,0.9921788230059072,0.007821176994092793
2018-01-07,Lake Fryxell,0.9868540379972099,0.9868540379972099,0.013145962002790057
2018-01-10,Lake Fryxell,0.9558084553381567,0.9558084553381567,0.044191544661843274
2018-01-12,Lake Fryxell,0.9480140849347165,0.9480140849347165,0.051985915065283494
2018-01-14,Lake Fryxell,0.9337890678844646,0.9337890678844646,0.06621093211553541
2018-01-19,Lake Fryxell,0.9217926810933711,0.9217926810933711,0.07820731890662891
2018-01-26,Lake Fryxell,0.9891862371879309,0.9891862371879309,0.010813762812069139
2018-01-30,Lake Fryxell,0.9830766888200346,0.9830766888200346,0.016923311179965372
2018-11-05,Lake Fryxell,0.8574591183022017,0.8574591183022017,0.14254088169779833
2018-11-07,Lake Fryxell,0.9012935578075357,0.9012935578075357,0.09870644219246427
2018-11-08,Lake Fryxell,0.8618992333764699,0.8618992333764699,0.1381007666235301
2018-11-12,Lake Fryxell,0.8687504696173731,0.8687504696173731,0.13124953038262688
2018-11-17,Lake Fryxell,0.9020217604646722,0.9020217604646722,0.0979782395353278
2018-11-19,Lake Fryxell,0.8678702067488013,0.8678702067488013,0.13212979325119867
2018-11-24,Lake Fryxell,0.8907601788229457,0.8907601788229457,0.10923982117705433
2018-11-26,Lake Fryxell,0.8843654284967821,0.8843654284967821,0.11563457150321788
2018-11-28,Lake Fryxell,0.8859760167786357,0.8859760167786357,0.11402398322136431
2018-11-30,Lake Fryxell,0.8593112270083282,0.8593112270083282,0.14068877299167182
2018-12-05,Lake Fryxell,0.859674167077705,0.859674167077705,0.14032583292229495
2018-12-19,Lake Fryxell,0.9850402936558709,0.9850402936558709,0.014959706344129131
2018-12-25,Lake Fryxell,0.8084914965114885,0.8084914965114885,0.19150850348851145
2018-12-30,Lake Fryxell,0.8325925089958818,0.8325925089958818,0.16740749100411823
